,site,year,species,nestID,loc_Year_nestID,plot,Nest_location_northing_WGS84_Dec_degree,Nest_location_Easting_WGS84_Dec_degree,Photo_taken,temp_probe,Trapped(y/n),First_Trapping_date,Second_Trapping_date,Third_Trapping_date,Mayfield_start_date (formula),Mayfield_end date (formula),Mayfield_end_date (formula)_source,Mayfield_days (formula),Fate ,fail cause,Completed_Clutch_Size,Observed_Clutch_Completion_date,#_of_Eggs_Hatched,Hatch_Date,Method_Hatch_Date_Determined,Estimated Nest Initiation Date,Estimated_nest_initiation_date_source,Inc_duration_used_for_estimated_nest_initiation_calculation,Clutch_size_when_nest_found,Clutch_status_when_nest_found,Date Found ,Last Active,Last Checked,June 1st,June 2nd,June 3rd,June 4th,June 5th,June 6th,June 7th,June 8th,June 9th,June 10th,June 11th,June 12th,June 13th,June 14th,June 15th,June 16th,June 17th,June 18th,June 19th,June 20th,June 21st,June 22nd,June 23rd,June 24th,June 25th,June 26th,June 27th,June 28th,June 29th,June 30th,July 1st,July 2nd,July 3rd,July 4th,July 5th,July 6th,July 7th,July 8th,July 9th,July 10th,July 11th,July 12th,July 13th,July 14th,July 15th,July 16th,July 17th,July 18th,July 19th,July 20th,July 21st,July 22nd,July 23rd,July 24th,July 25th,July 26th,July 27th,July 28th,July 29th,July 30th,July 31st,August 1st,August 2nd,August 3rd,August 4th,August 5th,Notes_Field,,
,East Bay Mainland,2008,SEPL,SPP02,e2008-SPP02,K,63.99764,-81.71903,y,,y,"June 24, 2008",,,18-Jun-2008,30-Jun-2008,date between last active and last checked,12,failed,predated,4,,0,,,18-Jun-2008,egg floating,24,4,complete,18-Jun-2008,24-Jun-2008,06-Jul-2008,,,,,,,,,,,,,,,,,,4 egg (1 collected),,,,,, 3 eggs,,,,,,,nest not found,,,,check,failed,,,,,,HATCH DATE,,,,,,,,,,,,,,,,,,,,,,,,,"IB 2011: Float angles for these eggs is different in file ""Egg Floating 2008 East Bay.xls"" and file ""Nest monitoring 2008 East Bay.xls"". Checked notebook and data in this file now correct.",,
,East Bay Mainland,2008,SEPL,SPP03,e2008-SPP03,,63.99881,-81.69611,y,,y,"June 30, 2008",,,24-Jun-2008,14-Jul-2008,hatch date,20,success,na,4,,2,14-Jul-2008,chick seen,17-Jun-2008,hatch_date_minus_incubation_duration,24,4,complete,24-Jun-2008,15-Jul-2008,15-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,"4 eggs, 1 collected",,,,,"3 eggs, 1 broken by spring trap",3 eggs,,,,,,,,2 eggs,,,,2 eggs starred,,"1 pipped, 1 starred","1 dry chick, 1 wet chick",,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SEPL,SPP04,e2008-SPP04,,63.99939,-81.72292,y,,y,"June 30, 2008",,,24-Jun-2008,11-Jul-2008,hatch date,17,success,na,4,,3,11-Jul-2008,estimate,14-Jun-2008,hatch_date_minus_incubation_duration,24,4,complete,24-Jun-2008,09-Jul-2008,11-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,"4 eggs, 1 collected",,,,,,3 eggs,,,,,,,3 eggs,,"3 eggs, 2 with star",,"HATCHED, shell fragments",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SEPL,SPP05,e2008-SPP05,I,64.00814,-81.67347,y,,y,"June 29, 2008","June 30, 2008",,28-Jun-2008,11-Jul-2008,hatch date,13,success,na,4,,3,11-Jul-2008,estimate,14-Jun-2008,hatch_date_minus_incubation_duration,24,4,complete,28-Jun-2008,09-Jul-2008,11-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4 eggs, 1 collected",3 eggs,3 eggs,,,,,,,3 eggs no star,,"3 eggs, 2 with star",,"HATCHED, 1 EGG INATCT IN THE NEST",,,,,,,,,,,,,,,,,,,,,,,,,,"IB 2011: Float angles for these eggs is different in file ""Egg Floating 2008 East Bay.xls"" and file ""Nest monitoring 2008 East Bay.xls"". Checked notebook and data in this file now correct.",,
,East Bay Mainland,2008,SEPL,SPP06,e2008-SPP06,J,63.99833,-81.69975,y,,y,"June 29, 2008",,,28-Jun-2008,13-Jul-2008,hatch date,15,success,na,4,,2-3,13-Jul-2008,chick seen,16-Jun-2008,hatch_date_minus_incubation_duration,24,4,complete,28-Jun-2008,13-Jul-2008,13-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4 eggs, 1 collected",3 eggs,,,,,,,3 eggs no star,,3 eggs no star,,hatch date,,,"2 chicks, 3rd not seen. Hatch",,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SEPL,SPP07,e2008-SPP07,,63.99361,-81.74578,y,,n,,,,11-Jul-2008,11-Jul-2008,hatch date,0,success,na,3,,3,11-Jul-2008,chick seen,15-Jun-2008,hatch_date_minus_incubation_duration,24,3,hatched,11-Jul-2008,11-Jul-2008,11-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 DRY CHICKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,SEPL,SPP08,e2008-SPP08,K,63.99831,-81.71881,y,,n,,,,13-Jul-2014,14-Jul-2008,date between last active and last checked,,failed,predated,,13-Jul-2014,0,,,10-Jul-2008,Date_found_minus _incomplete_clutch_size+1,24,2,incomplete,12-Jul-2008,14-Jul-2008,15-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 eggs,,3 EGGS,depredated,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,WRSA,WRA01,e2008-WRA01,B,63.98606,-81.68014,y,,n,,,,20-Jun-2008,29-Jun-2008,date between last active and last checked,9.5,failed,abandon,4,20-Jun-2008,0,,,17-Jun-2008,Date_found_minus _incomplete_clutch_size+1,22,1,incomplete,17-Jun-2008,23-Jun-2008,06-Jul-2008,,,,,,,,,,,,,,,,,1 egg,,,,4 egg,3,3 EGGS,,,,,,,,,,"3 eggs, cold",,,"abandonned, eggs collected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,WRSA,WRA02,e2008-WRA02,G,63.98561,-81.70969,y,,y,"July 15, 2008",,,12-Jul-2008,,nest still active,11,still sitting when crew left,na,4,12-Jul-2008,unk,,,09-Jul-2008,Date_found_minus _incomplete_clutch_size+1,22,3,incomplete,11-Jul-2008,24-Jul-2008,24-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 eggs,4 eggs,,4 eggs,3 eggs,,,,,,3 eggs no star,3 EGGS,,3 EGGS,,,,,,,,,,,,,,,
,East Bay Mainland,2008,WRSA,WRC01,e2008-WRC01,E,63.99931,-81.66044,y,,n,,,,28-Jun-2008,29-Jun-2008,date between last active and last checked,1,failed,predated,4,,0,,,26-Jun-2008,egg floating,22,4,complete,28-Jun-2008,28-Jun-2008,30-Jun-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 eggs,,depredated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IB 2011: date was missing in excel files. Brought in from field notes.,,
,East Bay Mainland,2008,WRSA,WRC02,e2008-WRC02,L,63.98917,-81.72642,y,,y,"July 13, 2008",,,09-Jul-2008,14-Jul-2008,date between last active and last checked,5,failed,predated,4,,0,,,09-Jul-2008,egg floating,22,4,complete,09-Jul-2008,13-Jul-2008,15-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 eggs,,,,3 eggs,failed?,"depredated, bloody egg shell",,,,,,,,,,,,,,,,,,,,,,IB 2011: date was missing in excel files. Brought in from field notes.,,
,East Bay Mainland,2008,WRSA,WRD01,e2008-WRD01,G,63.98717,-81.69244,y,,y,"June 25, 2008",,,23-Jun-2008,10-Jul-2008,date between last active and last checked,17,failed,predated,4,23-Jun-2008,0,,,20-Jun-2008,Date_found_minus _incomplete_clutch_size+1,22,3,incomplete,22-Jun-2008,09-Jul-2008,11-Jul-2008,,,,,,,,,,,,,,,,,,,,,,3,4 eggs,,4 EGGS,,"3 eggs, one taken",,,,,,,3 eggs,,,,,incubating ,,"GONE, NO SHELL",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,WRSA,WRD02,e2008-WRD02,G,63.98881,-81.70086,y,,n,,,,25-Jun-2008,27-Jun-2008,date between last active and last checked,2,failed,predated,,,0,,,,,22,3,unknown,25-Jun-2008,26-Jun-2008,28-Jun-2008,,,,,,,,,,,,,,,,,,,,,,,,,3 EGGS,3 eggs,,fail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,WRSA,WRD03,e2008-WRD03,B,63.98406,-81.68339,y,,y,"July 9, 2008",,,08-Jul-2008,,nest still active,17,still sitting when crew left,na,4,08-Jul-2008,unk,,,05-Jul-2008,Date_found_minus _incomplete_clutch_size+1,22,3,incomplete,06-Jul-2008,25-Jul-2008,25-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 eggs,3 eggs,4 eggs,3 eggs,,,,3 eggs,,,,,,"3 eggs, no stars",,3 eggs,,,"3 eggs, 1 starred","3 eggs, 2 starred, 1 indented",,,,,,,,,,,,,,
,East Bay Mainland,2008,WRSA,WRD04,e2008-WRD04,H?,63.98467,-81.71200,,,y,"July 15, 2008",,,15-Jul-2008,23-Jul-2008,date between last active and last checked,8,failed,predated,4,,0,,,08-Jul-2008,egg floating,22,4,complete,15-Jul-2008,21-Jul-2008,25-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 eggs one taken,,,,,,3 eggs,,,,FAILED,,,,,,,,,,,,,,
,East Bay Mainland,2008,WRSA,WRK01,e2008-WRK01,D,63.97325,-81.72442,y,,y,"June 23, 2008",,,19-Jun-2008,10-Jul-2008,hatch date,21,success,na,4,,1-4,10-Jul-2008,chick seen,15-Jun-2008,hatch_date_minus_incubation_duration,22,4,complete,19-Jun-2008,10-Jul-2008,10-Jul-2008,,,,,,,,,,,,,,,,,,,4 egg (1 collected),,,3 EGGS,,,,,3 eggs,,,3 eggs,,,3 eggs,3 eggs,,,,,,"hatched, 1 chick seen",,,,,,,,,,,,,,,,,,,,,,,,,,,IB 2011: date was missing in excel files. Brought in from field notes.,,
,East Bay Mainland,2008,WRSA,WRK02,e2008-WRK02,I,64.00386,-81.67894,y,,n,,,,04-Jul-2008,12-Jul-2008,date between last active and last checked,8,failed,abandon,4,,0,,,30-Jun-2008,egg floating,22,4,complete,04-Jul-2008,11-Jul-2008,13-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,"bad weather, did not flush female",,,,,,4 eggs,,, 3 eggs no star,,,, 3 eggs no star,"probably failed - eggs cold so collected, then reaized they were warm yesterday so returned them","Abandoned, eggs collected",,,,,,,,,,,,,,,,,,,,,,,,IB 2011: Float info from transferred from field notes.,,
,East Bay Mainland,2008,WRSA,WRK03,e2008-WRK03,C,63.97386,-81.69692,y,,y,"July 13, 2008",,,10-Jul-2008,13-Jul-2008,date last active,3,unknown,na,4,,unk,,,25-Jun-2008,egg floating,22,4,complete,10-Jul-2008,13-Jul-2008,16-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4 eggs, 1 collected",,,3 eggs,,,eggs gone,,,,,,,,,,,,,,,,,,,,,IB 2011: Float info from transferred from field notes.,,
,East Bay Mainland,2008,WRSA,WRK04,e2008-WRK04,C,63.97967,-81.68611,y,,n,,,,09-Jul-2008,09-Jul-2008,hatch date,0,success,na,4,,4,09-Jul-2008,chick seen,17-Jun-2008,hatch_date_minus_incubation_duration,22,4,complete,09-Jul-2008,09-Jul-2008,09-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 dry chicks, 1 wet chick still emerging from shell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,WRSA,WRK05,e2008-WRK05,C?,63.98422,-81.68097,y,,n,,,,15-Jul-2008,16-Jul-2008,date between last active and last checked,1,failed,predated,4,,0,,,05-Jul-2008,egg floating,22,4,complete,15-Jul-2008,15-Jul-2008,17-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 eggs,,"depredated, due to trap on nest",,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,WRSA,WRP01,e2008-WRP01,A,63.98853,-81.65106,y,,y,"June 25, 2008",,,23-Jun-2008,06-Jul-2008,date between last active and last checked,13.5,failed,predated,4,23-Jun-2008,0,,,20-Jun-2008,Date_found_minus _incomplete_clutch_size+1,22,2,incomplete,21-Jun-2008,03-Jul-2008,10-Jul-2008,,,,,,,,,,,,,,,,,,,,,2 Egg,,4 EGGS,,4 EGGS,,,,,,,,"3 eggs,",,,,,,,cup empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,WRSA,WRP02,e2008-WRP02,B,63.98233,-81.68372,y,,y,"July 6, 2008",,,22-Jun-2008,13-Jul-2008,hatch date,21,success,na,4,,2-3,13-Jul-2008,chick seen,18-Jun-2008,hatch_date_minus_incubation_duration,22,4,complete,22-Jun-2008,13-Jul-2008,13-Jul-2008,,,,,,,,,,,,,,,,,,,,,,4 eggs,,,,,,,3 eggs,,,,,,,3 eggs,,,,"3 eggs, 2 starred",,"3 eggs, all little pips ",2 chicks,,,,,,,,,,,,,,,,,,,,,,,,"IB 2011: Float angles for these eggs is different in file ""Egg Floating 2008 East Bay.xls"" and file ""Nest monitoring 2008 East Bay.xls"". Checked notebook and data in this file now correct.",,
,East Bay Mainland,2008,WRSA,WRP03,e2008-WRP03,C,63.98306,-81.69914,y,,y,"June 28, 2008",,,23-Jun-2008,09-Jul-2008,hatch date,16,success,na,4,,3,09-Jul-2008,estimate,14-Jun-2008,hatch_date_minus_incubation_duration,22,4,complete,23-Jun-2008,08-Jul-2008,10-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,4 eggs,,,,,"3 eggs, no bird eggs cold",3 eggs,,3 eggs,,,,,"3 eggs, bird incubating",,3 eggs,,"eggshell fragments found, bird defensive (distraction display)",,,,,,,,,,,,,,,,,,,,,,,,,,,IB 2011: date was missing in excel files. Brought in from field notes.,,
,East Bay Mainland,2008,WRSA,WRP04,e2008-WRP04,D,63.97436,-81.72078,y,,n,,,,26-Jun-2008,30-Jun-2008,date between last active and last checked,4,failed,predated,4,26-Jun-2008,0,,,23-Jun-2008,Date_found_minus _incomplete_clutch_size+1,22,3,incomplete,25-Jun-2008,27-Jun-2008,03-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,3 EGGS,,"4 eggs, took one",,,,,,failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,WRSA,WRP05,e2008-WRP05,D,63.98242,-81.71203,y,,n,,,,27-Jun-2008,01-Jul-2008,date between last active and last checked,4.5,failed,abandon,1,,0,,,27-Jun-2008,Date_found_minus _incomplete_clutch_size+1,22,1,incomplete,27-Jun-2008,27-Jun-2008,06-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,1 egg,,,,,,,"1 egg, cold",,"1 egg cold, collected",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"found with one egg, abandoned",,
,East Bay Mainland,2008,WRSA,WRP06,e2008-WRP06,F,63.99542,-81.68511,y,,n,,,,07-Jul-2008,10-Jul-2008,date between last active and last checked,3,failed,predated,4,,0,,,04-Jul-2008,egg floating,22,4,complete,07-Jul-2008,07-Jul-2008,13-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 eggs,,,,,,depredated - avian,,,,,,,,,,,,,,,,,,,,,,,,avian predation,,
,East Bay Mainland,2008,WRSA,WRP07,e2008-WRP07,D,63.97517,-81.70642,y,,n,,,,10-Jul-2008,11-Jul-2008,date between last active and last checked,1.5,failed,predated,4,10-Jul-2008,0,,,07-Jul-2008,Date_found_minus _incomplete_clutch_size+1,22,3,incomplete,09-Jul-2008,10-Jul-2008,13-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 eggs,4 eggs,,,No eggs,,,,,,,,,,,,,,,,,,,,,,,,IB 2011: date was missing in excel files. Brought in from field notes.,,
,East Bay Mainland,2008,WRSA,WRP08,e2008-WRP08,E,63.99303,-81.66722,y,,n,,,,16-Jul-2008,17-Jul-2008,date between last active and last checked,1,failed,abandon,4,,0,,,11-Jul-2008,egg floating,22,4,complete,16-Jul-2008,16-Jul-2008,18-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 eggs,abandoned (2 eggs abandoned),eggs gone,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,WRSA,WRP09,e2008-WRP09,C?,63.98481,-81.68825,y,,y,"July 21, 2008",,,20-Jul-2008,,nest still active,4,still sitting when crew left,na,3,,unk,,,12-Jul-2008,egg floating,22,3,complete,20-Jul-2008,25-Jul-2008,25-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 EGGS,"2 eggs (took one egg, 3 was a full clutch)","2 eggs, warm",2 eggs,,"bird incubating, jaegers close did not check eggs",,,,,,,,,,,,"IB 2011: In Paul's notebook it is indicated that eggs were not floated however in nest monitoring file float angles are given as90,90,80,80. Removed these measures from compilation file.",,
,East Bay Mainland,2008,WRSA,WRS01,e2008-WRS01,G,63.98456,-81.69711,y,,y,"June 21, 2008",,,21-Jun-2008,04-Jul-2008,date last active,13,unknown,na,4,21-Jun-2008,unk,,,18-Jun-2008,Date_found_minus _incomplete_clutch_size+1,22,1,incomplete,18-Jun-2008,04-Jul-2008,11-Jul-2008,,,,,,,,,,,,,,,,,,1 egg,,,4egg (1 collected),3 but cold - bndoned?,,,,3 eggs,,,,,,,,3 eggs,,,,,,popsicle stick nor cup found,"GONE, NO SHELL",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,WRSA,WRS02,e2008-WRS02,A,63.98622,-81.65169,,,n,,,,25-Jun-2008,29-Jun-2008,date between last active and last checked,4,failed,predated,4,,0,,,21-Jun-2008,egg floating,22,4,complete,25-Jun-2008,25-Jun-2008,03-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,4 eggs,,,,,,,,depredated,,chicks away from nest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2008,WRSA,WRS03,e2008-WRS03,J,63.99636,-81.68558,y,,y,"July 12, 2008",,,08-Jul-2008,14-Jul-2008,hatch date,6,success,na,3,,1-3,14-Jul-2008,chick seen,20-Jun-2008,hatch_date_minus_incubation_duration,22,3,complete,08-Jul-2008,14-Jul-2008,14-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 EGGS,,,,3 eggs,,1 chick,,,,,,,,,,,,,,,,,,,,,,,IB 2011: date was missing in excel files. Brought in from field notes.,,
,East Bay Mainland,2008,WRSA,WRS04,e2008-WRS04,F,63.98936,-81.68919,y,,y,"July 9, 2008",,,08-Jul-2008,24-Jul-2008,date between last active and last checked,16,failed,predated,4,,0,,,04-Jul-2008,egg floating,22,4,complete,08-Jul-2008,23-Jul-2008,25-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 EGGS,3 eggs,,,,,,,,3 eggs,,,,"3 eggs, no stars",,"3 eggs, no stars",,"eggs gone, no fragments",,,,,,,,,,,,"IB 2011: In Stephane's notebook it says: ""no float"" for WRS04 on jul 8 but recorded in nest monitoring file as 45, 40, 40, 35. These data removed from compilation file.",,
,East Bay Mainland,2008,WRSA,WRS05,e2008-WRS05,H,63.98428,-81.71811,y,,n,,,,09-Jul-2008,09-Jul-2008,date between last active and last checked,0,failed,predated,,,0,,,,,22,,unknown,09-Jul-2008,09-Jul-2008,09-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nest found and immediately depredated by Jager,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jaeger, avian predation",,
,East Bay Mainland,2008,WRSA,WRS06,e2008-WRS06,G,63.98656,-81.69753,y,,y,"July 18, 2008",,,17-Jul-2008,,nest still active,7,still sitting when crew left,na,3,,unk,,,14-Jul-2008,egg floating,22,3,complete,17-Jul-2008,25-Jul-2008,25-Jul-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 eggs,"3 eggs, bird incubating",,,2eggs,,,,2 EGGS,,,,,,,,,,,,"IB 2011: In Stephane's notebook it says: ""no float"" for WRS04 on jul 8 but recorded in nest monitoring file as 30, flat, flat. These data removed from compilation file.",,
,East Bay Mainland,2009,AMGP,AGM01,e2009-AGM01,B,63.98139,-81.67389,y,,n,,,,25-Jun-2009,20-Jul-2009,hatch date,25,success,na,4,,4,20-Jul-2009,chick seen,20-Jun-2009,hatch_date_minus_incubation_duration,26.5,4,complete,25-Jun-2009,20-Jul-2009,20-Jul-2009,,,,,,,,,,,,,,,,,,,,,,,,,4 eggs,,,,,,,4 Eggs,,,,,,,4 eggs,,,,,,3 starred of 4eggs,,"4 eggs, 3 stars",,3 pips,Hatched- 4 chicks,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2009,AMGP,AGM02,e2009-AGM02,D,63.97564,-81.71538,y,,n,,,,27-Jun-2009,07-Jul-2009,date last active,10,unknown,na,4,,unk,,,23-Jun-2009,egg floating,26.5,4,complete,27-Jun-2009,07-Jul-2009,14-Jul-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,4 eggs,,,,,4 Eggs,,,,,4 Eggs,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2009,AMGP,AGM03,e2009-AGM03,C,63.97900,-81.68772,y,,n,,,,10-Jul-2009,10-Jul-2009,date last active,0,unknown,na,4,,unk,,,24-Jun-2009,egg floating,26.5,4,complete,10-Jul-2009,10-Jul-2009,17-Jul-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 eggs,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2009,AMGP,AGM04,e2009-AGM04,I,64.00386,-81.67605,y,,n,,,,14-Jul-2009,,nest still active,11,still sitting when crew left,na,4,,unk,,,30-Jun-2009,egg floating,26.5,4,complete,14-Jul-2009,25-Jul-2009,25-Jul-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 eggs,,,4 eggs,,,,,4 EGGS,3 starred of 4 eggs,"1 pip, 3 starred",2 pips 2 stars,could not check- plane arrived,HATCH,,,,,,,,,,,,
,East Bay Mainland,2009,ARTE,ATM01,e2009-ATM01,L,63.99570,-81.73354,,,n,,,,06-Jul-2009,06-Jul-2009,date last active,0,unknown,na,,,unk,,,,,22,1,unknown,06-Jul-2009,06-Jul-2009,06-Jul-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 EGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2009,ARTE,ATM02,e2009-ATM02,K,63.99836,-81.71399,,,n,,,,13-Jul-2009,13-Jul-2009,date last active,0,unknown,na,,,unk,,,,,22,2,unknown,13-Jul-2009,13-Jul-2009,13-Jul-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 eggs,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2009,ARTE,ATM03,e2009-ATM03,K,63.99768,-81.71170,,,y,"July 21, 2009",,,16-Jul-2009,16-Jul-2009,date last active,0,unknown,na,1,,unk,,,,,22,1,unknown,16-Jul-2009,16-Jul-2009,16-Jul-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 egg,MARK NEST,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2009,ARTE,ATS01,e2009-ATS01,J,63.99700,-81.70012,,,n,,,,29-Jun-2009,13-Jul-2009,date last active,14,unknown,na,1,,unk,,,,,22,1,complete,29-Jun-2009,13-Jul-2009,13-Jul-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 egg,1 EGG,,,,,,,,,,,,,1 egg,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2009,ARTE,ATS02,e2009-ATS02,L,63.99373,-81.74281,,,n,,,,01-Jul-2009,13-Jul-2009,date last active,12,unknown,na,2,,unk,,,,,22,2,complete,01-Jul-2009,13-Jul-2009,13-Jul-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 EGGS,,,,,,,,,,,,1 egg,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2009,ARTE,ATS03,e2009-ATS03,L,63.99479,-81.74132,,,y,"July 20, 2009",,,01-Jul-2009,01-Jul-2009,date last active,0,unknown,na,2,,unk,,,,,22,1,unknown,01-Jul-2009,01-Jul-2009,01-Jul-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 EGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2009,ARTE,ATS04,e2009-ATS04,L,63.99519,-81.73743,,,y,"July 20, 2009",,,01-Jul-2009,01-Jul-2009,date last active,0,unknown,na,1,,unk,,,,,22,1,unknown,01-Jul-2009,01-Jul-2009,01-Jul-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 EGG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2009,ARTE,ATS05,e2009-ATS05,K,63.99940,-81.72169,,,n,,,,13-Jul-2009,13-Jul-2009,date last active,0,unknown,na,,,unk,,,,,22,1,unknown,13-Jul-2009,13-Jul-2009,13-Jul-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 egg,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2009,ARTE,ATS06,e2009-ATS06,K,63.99879,-81.71893,,,n,,,,13-Jul-2009,13-Jul-2009,date last active,0,unknown,na,,,unk,,,,,22,2,unknown,13-Jul-2009,13-Jul-2009,13-Jul-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 EGGS,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2009,ARTE,ATS07,e2009-ATS07,K,63.99820,-81.72845,,,n,,,,13-Jul-2009,13-Jul-2009,date last active,0,unknown,na,,,unk,,,,,22,2,unknown,13-Jul-2009,13-Jul-2009,13-Jul-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 EGGS,,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2009,ARTE,ATS08,e2009-ATS08,L,63.99448,-81.73992,,,n,,,,14-Jul-2009,14-Jul-2009,date last active,0,unknown,na,,,unk,,,,,22,1,unknown,14-Jul-2009,14-Jul-2009,14-Jul-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 egg,,,,,,,,,,,,,,,,,,,,,,,,,
,East Bay Mainland,2009,ARTE,ATS09,e2009-ATS09,L,63.99445,-81.74242,,,n,,,,14-Jul-2009,14-Jul-2009,date last active,0,unknown,na,,,unk,,,,,22,2,unknown,14-Jul-2009,14-Jul-2009,14-Jul-2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 egg,,,,,,,,,,,,,,,,,,,,,,,,,
